Label,Score,
POSITIVE,0.999762595,
F,,A
POSITIVE,0.999883413,
POSITIVE,0.99986577,
NEGATIVE,0.584927142,
POSITIVE,0.999878526,
POSITIVE,0.9998492,
POSITIVE,0.999806225,
POSITIVE,0.994310975,
POSITIVE,0.999738157,
F,,A
POSITIVE,0.999829292,
POSITIVE,0.999879241,
POSITIVE,0.999590695,
NEGATIVE,0.86469245,
POSITIVE,0.999857783,
POSITIVE,0.999853969,
POSITIVE,0.998128951,
NEGATIVE,0.999818385,
F,,A
POSITIVE,0.999650598,
POSITIVE,0.999848366,
POSITIVE,0.99963057,
NEGATIVE,0.861489177,
NEGATIVE,0.999214768,
POSITIVE,0.999865413,
POSITIVE,0.999388814,
POSITIVE,0.512030065,
F,,A
POSITIVE,0.999657035,
POSITIVE,0.999862552,
POSITIVE,0.999876499,
POSITIVE,0.999579847,
F,,A
NEGATIVE,0.996382833,
F,,A
POSITIVE,0.999267876,
POSITIVE,0.99972862,
POSITIVE,0.999868751,
POSITIVE,0.999356329,
NEGATIVE,0.979618549,
POSITIVE,0.999859452,
NEGATIVE,0.997511268,
POSITIVE,0.999885917,
NEGATIVE,0.960880399,
POSITIVE,0.999730885,
POSITIVE,0.999655724,
F,,A
F,,A
NEGATIVE,0.981793106,
POSITIVE,0.999810636,
POSITIVE,0.999870777,
POSITIVE,0.999720275,
POSITIVE,0.999768436,
POSITIVE,0.999886274,
NEGATIVE,0.999790609,
POSITIVE,0.999873281,
POSITIVE,0.695784271,
NEGATIVE,0.999551594,
POSITIVE,0.836830318,
POSITIVE,0.762803078,
POSITIVE,0.996893764,
POSITIVE,0.999879718,
POSITIVE,0.999824345,
NEGATIVE,0.946177065,
NEGATIVE,0.998526573,
POSITIVE,0.999858499,
POSITIVE,0.9998703,
F,,A
POSITIVE,0.999876261,
POSITIVE,0.999446809,
NEGATIVE,0.999787152,
POSITIVE,0.999861717,
F,,A
POSITIVE,0.941107094,
POSITIVE,0.999830842,
POSITIVE,0.997784436,
POSITIVE,0.999858141,
POSITIVE,0.999666452,
F,,A
POSITIVE,0.999881387,
POSITIVE,0.999877095,
POSITIVE,0.999842405,
POSITIVE,0.999819934,
POSITIVE,0.999868512,
POSITIVE,0.999854684,
POSITIVE,0.99980551,
NEGATIVE,0.996681631,
POSITIVE,0.99987781,
POSITIVE,0.999837875,
POSITIVE,0.99985218,
NEGATIVE,0.997495592,
POSITIVE,0.997762084,
POSITIVE,0.999866843,
POSITIVE,0.999832153,
NEGATIVE,0.999573171,
POSITIVE,0.999870658,
NEGATIVE,0.693142474,
F,,A
POSITIVE,0.999703705,
POSITIVE,0.999660611,
POSITIVE,0.999869704,
POSITIVE,0.999377072,
POSITIVE,0.999826491,
POSITIVE,0.98529923,
POSITIVE,0.999508142,
POSITIVE,0.999637604,
POSITIVE,0.999879837,
POSITIVE,0.999847889,
POSITIVE,0.999877214,
POSITIVE,0.999440849,
POSITIVE,0.999812782,
POSITIVE,0.99987042,
POSITIVE,0.999761164,
POSITIVE,0.99988389,
NEGATIVE,0.886202991,
POSITIVE,0.969019175,
POSITIVE,0.998271704,
POSITIVE,0.999888062,
POSITIVE,0.999872684,
NEGATIVE,0.949129939,
POSITIVE,0.996569872,
POSITIVE,0.999800265,
POSITIVE,0.997820973,
NEGATIVE,0.934661984,
POSITIVE,0.999395728,
F,,A
F,,A
POSITIVE,0.999882102,
POSITIVE,0.996485591,
F,,A
POSITIVE,0.996387959,
POSITIVE,0.999881387,
POSITIVE,0.999379992,
POSITIVE,0.999805748,
NEGATIVE,0.999000013,
NEGATIVE,0.999820292,
F,,A
F,,A
NEGATIVE,0.990333259,
POSITIVE,0.999704897,
POSITIVE,0.93078059,
POSITIVE,0.999856234,
POSITIVE,0.999028683,
POSITIVE,0.999853015,
POSITIVE,0.999491334,
NEGATIVE,0.731840551,
NEGATIVE,0.941976428,
NEGATIVE,0.995740175,
NEGATIVE,0.984379888,
NEGATIVE,0.974042714,
NEGATIVE,0.997545421,
POSITIVE,0.998502731,
F,,A
POSITIVE,0.998717546,
NEGATIVE,0.999467075,
POSITIVE,0.999882579,
POSITIVE,0.9998191,
F,,A
F,,A
NEGATIVE,0.988934338,
POSITIVE,0.999878049,
NEGATIVE,0.977088213,
POSITIVE,0.999869585,
POSITIVE,0.999831438,
POSITIVE,0.999864817,
POSITIVE,0.999783695,
NEGATIVE,0.997840524,
POSITIVE,0.979287028,
POSITIVE,0.999873638,
POSITIVE,0.999853015,
POSITIVE,0.999604642,
POSITIVE,0.999457061,
POSITIVE,0.999878287,
POSITIVE,0.999852657,
F,,A
POSITIVE,0.999879718,
POSITIVE,0.999849319,
F,,A
POSITIVE,0.99974674,
POSITIVE,0.99549818,
F,,A
POSITIVE,0.999881625,
POSITIVE,0.999830723,
NEGATIVE,0.999708474,
POSITIVE,0.999816835,
POSITIVE,0.996557653,
POSITIVE,0.999860644,
NEGATIVE,0.803762913,
POSITIVE,0.577133536,
F,,A
NEGATIVE,0.992224336,
F,,A
POSITIVE,0.999862075,
POSITIVE,0.9998703,
POSITIVE,0.999884367,
POSITIVE,0.999750197,
NEGATIVE,0.999671698,
POSITIVE,0.999889016,
POSITIVE,0.999550998,
POSITIVE,0.999873042,
F,,A
POSITIVE,0.997995973,
POSITIVE,0.999887943,
POSITIVE,0.999150515,
NEGATIVE,0.985786319,
POSITIVE,0.999886274,
POSITIVE,0.999889612,
POSITIVE,0.999871373,
POSITIVE,0.999814093,
POSITIVE,0.99984622,
POSITIVE,0.99987638,
POSITIVE,0.99972564,
F,,A
F,,A
NEGATIVE,0.978795588,
POSITIVE,0.999886155,
POSITIVE,0.991716683,
POSITIVE,0.99987185,
POSITIVE,0.999854207,
F,,A
POSITIVE,0.999888182,
POSITIVE,0.999885798,
POSITIVE,0.99912864,
NEGATIVE,0.999179542,
POSITIVE,0.997133017,
POSITIVE,0.999890924,
NEGATIVE,0.997542739,
POSITIVE,0.999861479,
POSITIVE,0.999750078,
POSITIVE,0.999879122,
POSITIVE,0.99986732,
POSITIVE,0.99984324,
POSITIVE,0.87226522,
POSITIVE,0.999848843,
POSITIVE,0.999579132,
F,,A
NEGATIVE,0.998740137,
POSITIVE,0.999860644,
POSITIVE,0.999881864,
POSITIVE,0.999857783,
POSITIVE,0.999726355,
POSITIVE,0.99987781,
POSITIVE,0.999876738,
NEGATIVE,0.966164887,
POSITIVE,0.999617696,
NEGATIVE,0.999618888,
POSITIVE,0.998985708,
POSITIVE,0.999856591,
POSITIVE,0.999814808,
POSITIVE,0.999844551,
NEGATIVE,0.972993612,
POSITIVE,0.999791682,
POSITIVE,0.999476731,
POSITIVE,0.997552335,
POSITIVE,0.999863505,
POSITIVE,0.999596417,
F,,A
POSITIVE,0.999481142,
F,,A
NEGATIVE,0.981025279,
POSITIVE,0.998770297,
POSITIVE,0.997584701,
NEGATIVE,0.944892883,
POSITIVE,0.996276021,
POSITIVE,0.999881387,
POSITIVE,0.950536132,
POSITIVE,0.999863148,
NEGATIVE,0.997873902,
POSITIVE,0.999879003,
POSITIVE,0.999882936,
POSITIVE,0.999720991,
NEGATIVE,0.999817073,
POSITIVE,0.999873996,
POSITIVE,0.999840379,
F,,A
POSITIVE,0.999885201,
NEGATIVE,0.562141836,
POSITIVE,0.999828219,
POSITIVE,0.999428689,
POSITIVE,0.999770939,
POSITIVE,0.999755204,
POSITIVE,0.999867797,
POSITIVE,0.9997738,
POSITIVE,0.99781239,
POSITIVE,0.999802649,
POSITIVE,0.999540806,
POSITIVE,0.999855042,
POSITIVE,0.99983716,
POSITIVE,0.997644603,
POSITIVE,0.999869108,
POSITIVE,0.999801695,
POSITIVE,0.999814808,
POSITIVE,0.999857664,
NEGATIVE,0.997761726,
POSITIVE,0.921419203,
POSITIVE,0.999129593,
POSITIVE,0.999876022,
NEGATIVE,0.911608458,
NEGATIVE,0.982992232,
NEGATIVE,0.99965167,
POSITIVE,0.999729455,
POSITIVE,0.999886632,
NEGATIVE,0.997767568,
POSITIVE,0.997269571,
POSITIVE,0.998768508,
NEGATIVE,0.999782979,
POSITIVE,0.999120057,
POSITIVE,0.947098315,
POSITIVE,0.671644092,
NEGATIVE,0.999352872,
NEGATIVE,0.995400012,
F,,A
POSITIVE,0.999880075,
NEGATIVE,0.99981302,
F,,A
NEGATIVE,0.999640465,
POSITIVE,0.985539317,
POSITIVE,0.993502676,
NEGATIVE,0.948397279,
POSITIVE,0.999880433,
POSITIVE,0.999873281,
POSITIVE,0.999886632,
NEGATIVE,0.998672247,
NEGATIVE,0.999633312,
NEGATIVE,0.998797178,
POSITIVE,0.998991072,
NEGATIVE,0.99635303,
POSITIVE,0.998439491,
POSITIVE,0.988643229,
F,,A
POSITIVE,0.999714196,
POSITIVE,0.999891162,
POSITIVE,0.999874115,
NEGATIVE,0.986946523,
NEGATIVE,0.999567449,
POSITIVE,0.990466118,
POSITIVE,0.99985683,
POSITIVE,0.999829054,
NEGATIVE,0.583421826,
NEGATIVE,0.999581039,
POSITIVE,0.99983573,
POSITIVE,0.999854565,
NEGATIVE,0.999638081,
NEGATIVE,0.99976486,
POSITIVE,0.999851942,
F,,A
NEGATIVE,0.990051091,
NEGATIVE,0.99941361,
F,,A
POSITIVE,0.999569118,
F,,A
NEGATIVE,0.985538363,
POSITIVE,0.999505162,
NEGATIVE,0.98963505,
POSITIVE,0.990781367,
POSITIVE,0.999874115,
F,,A
POSITIVE,0.99987483,
POSITIVE,0.999886274,
F,,A
NEGATIVE,0.999621153,
POSITIVE,0.999741256,
POSITIVE,0.99987483,
NEGATIVE,0.998895407,
POSITIVE,0.999861002,
NEGATIVE,0.999424815,
POSITIVE,0.999827981,
NEGATIVE,0.999429524,
POSITIVE,0.999856949,
POSITIVE,0.999796927,
POSITIVE,0.999863863,
NEGATIVE,0.999775231,
POSITIVE,0.999160051,
NEGATIVE,0.999393344,
NEGATIVE,0.977926075,
NEGATIVE,0.795565248,
NEGATIVE,0.999811113,
POSITIVE,0.999024868,
POSITIVE,0.999882936,
NEGATIVE,0.993525982,
POSITIVE,0.985313356,
NEGATIVE,0.993299484,
F,,A
POSITIVE,0.999630928,
POSITIVE,0.999821126,
F,,A
POSITIVE,0.999543488,
POSITIVE,0.825319886,
POSITIVE,0.999874949,
POSITIVE,0.999858618,
NEGATIVE,0.977580786,
NEGATIVE,0.999763429,
NEGATIVE,0.64753443,
POSITIVE,0.999876738,
POSITIVE,0.966464698,
NEGATIVE,0.999802053,
NEGATIVE,0.991029739,
NEGATIVE,0.994094908,
NEGATIVE,0.999776423,
NEGATIVE,0.994361758,
POSITIVE,0.999564111,
POSITIVE,0.999882817,
NEGATIVE,0.99838233,
POSITIVE,0.999875307,
POSITIVE,0.971702754,
NEGATIVE,0.999750555,
POSITIVE,0.999876499,
POSITIVE,0.999398947,
POSITIVE,0.999684215,
POSITIVE,0.999867558,
NEGATIVE,0.998993576,
POSITIVE,0.642858505,
NEGATIVE,0.998146415,
POSITIVE,0.911828399,
POSITIVE,0.999597371,
NEGATIVE,0.999713957,
POSITIVE,0.998976231,
F,,A
NEGATIVE,0.999781549,
NEGATIVE,0.745198905,
F,,A
POSITIVE,0.999882936,
NEGATIVE,0.999776423,
POSITIVE,0.999826133,
POSITIVE,0.999699235,
POSITIVE,0.999750555,
F,,A
POSITIVE,0.999746144,
NEGATIVE,0.637246013,
NEGATIVE,0.981736898,
POSITIVE,0.999880433,
POSITIVE,0.999483347,
F,,A
POSITIVE,0.999848962,
POSITIVE,0.997220874,
POSITIVE,0.999854565,
POSITIVE,0.99471277,
POSITIVE,0.999829173,
POSITIVE,0.999733627,
POSITIVE,0.999878168,
NEGATIVE,0.976145506,
F,,A
POSITIVE,0.999845624,
POSITIVE,0.999354661,
POSITIVE,0.999531388,
POSITIVE,0.999871135,
POSITIVE,0.999871492,
POSITIVE,0.999874949,
POSITIVE,0.999865651,
NEGATIVE,0.999738872,
NEGATIVE,0.988871872,
NEGATIVE,0.996192575,
POSITIVE,0.999861479,
NEGATIVE,0.999655843,
NEGATIVE,0.998708725,
POSITIVE,0.999239087,
NEGATIVE,0.999806225,
POSITIVE,0.994381487,
POSITIVE,0.999876022,
F,,A
F,,A
NEGATIVE,0.99967885,
NEGATIVE,0.978712201,
POSITIVE,0.984385788,
NEGATIVE,0.987081468,
POSITIVE,0.999818861,
POSITIVE,0.993255377,
F,,A
POSITIVE,0.999252737,
POSITIVE,0.99846977,
POSITIVE,0.999889255,
POSITIVE,0.999826133,
NEGATIVE,0.73418355,
POSITIVE,0.999794543,
NEGATIVE,0.985579133,
POSITIVE,0.996620059,
F,,A
NEGATIVE,0.993174613,
NEGATIVE,0.998028576,
POSITIVE,0.999857903,
POSITIVE,0.999328732,
NEGATIVE,0.998753309,
POSITIVE,0.998805165,
NEGATIVE,0.990536511,
POSITIVE,0.998783529,
F,,A
NEGATIVE,0.960548222,
POSITIVE,0.999826252,
POSITIVE,0.999879122,
POSITIVE,0.999850512,
POSITIVE,0.995485961,
F,,A
NEGATIVE,0.801247776,
POSITIVE,0.997848392,
POSITIVE,0.999876738,
F,,A
NEGATIVE,0.998886287,
POSITIVE,0.917832494,
NEGATIVE,0.597169995,
POSITIVE,0.999869108,
F,,A
POSITIVE,0.99987185,
POSITIVE,0.999787509,
POSITIVE,0.999534011,
POSITIVE,0.999871969,
POSITIVE,0.999881506,
NEGATIVE,0.999598444,
POSITIVE,0.946899593,
NEGATIVE,0.998231232,
NEGATIVE,0.999169111,
POSITIVE,0.999403477,
POSITIVE,0.999862075,
POSITIVE,0.999735892,
POSITIVE,0.999868989,
POSITIVE,0.999548733,
NEGATIVE,0.999797642,
POSITIVE,0.999871731,
POSITIVE,0.999480426,
F,,A
F,,A
F,,A
NEGATIVE,0.932208002,
F,,A
POSITIVE,0.999169588,
POSITIVE,0.999384522,
POSITIVE,0.93849355,
POSITIVE,0.999841213,
F,,A
NEGATIVE,0.999733388,
F,,A
POSITIVE,0.999862313,
F,,A
POSITIVE,0.999873638,
NEGATIVE,0.999691844,
POSITIVE,0.99903959,
F,,A
NEGATIVE,0.999621272,
F,,A
NEGATIVE,0.999162674,
POSITIVE,0.999603808,
F,,A
NEGATIVE,0.999749243,
POSITIVE,0.99987781,
POSITIVE,0.999815166,
POSITIVE,0.957073212,
POSITIVE,0.998082519,
POSITIVE,0.999883294,
POSITIVE,0.999821365,
POSITIVE,0.999654531,
POSITIVE,0.999871135,
POSITIVE,0.999890566,
POSITIVE,0.997835577,
POSITIVE,0.999854684,
NEGATIVE,0.991691232,
POSITIVE,0.559888363,
POSITIVE,0.999884963,
POSITIVE,0.999551117,
NEGATIVE,0.999798715,
F,,A
F,,A
NEGATIVE,0.986878455,
POSITIVE,0.999394536,
POSITIVE,0.999440968,
NEGATIVE,0.976235628,
POSITIVE,0.999774873,
POSITIVE,0.99983871,
NEGATIVE,0.999785364,
POSITIVE,0.699383557,
POSITIVE,0.999856353,
NEGATIVE,0.999649286,
POSITIVE,0.999835849,
POSITIVE,0.999415874,
POSITIVE,0.999879599,
POSITIVE,0.785010993,
POSITIVE,0.999752104,
NEGATIVE,0.844543397,
POSITIVE,0.999698281,
F,,A
NEGATIVE,0.993736625,
F,,A
POSITIVE,0.999841571,
POSITIVE,0.999556124,
POSITIVE,0.999881268,
NEGATIVE,0.984616756,
NEGATIVE,0.99934715,
POSITIVE,0.99985218,
POSITIVE,0.999855042,
POSITIVE,0.999875665,
POSITIVE,0.999874115,
NEGATIVE,0.9997949,
NEGATIVE,0.999763429,
F,,A
POSITIVE,0.999859929,
NEGATIVE,0.99955827,
POSITIVE,0.99958235,
POSITIVE,0.999871254,
POSITIVE,0.999870777,
POSITIVE,0.999748766,
F,,A
POSITIVE,0.99986577,
POSITIVE,0.999885321,
NEGATIVE,0.989554048,
POSITIVE,0.999883056,
POSITIVE,0.991199791,
NEGATIVE,0.80059582,
NEGATIVE,0.998892844,
NEGATIVE,0.999452174,
F,,A
POSITIVE,0.999567688,
POSITIVE,0.999015093,
POSITIVE,0.999849796,
POSITIVE,0.997798085,
POSITIVE,0.999852657,
POSITIVE,0.99960202,
POSITIVE,0.999236703,
NEGATIVE,0.996319771,
POSITIVE,0.999826729,
POSITIVE,0.999832511,
POSITIVE,0.999849916,
POSITIVE,0.999878168,
NEGATIVE,0.917622566,
POSITIVE,0.999789417,
POSITIVE,0.999862313,
POSITIVE,0.99985683,
POSITIVE,0.999885201,
NEGATIVE,0.967102885,
POSITIVE,0.999878645,
NEGATIVE,0.995418549,
POSITIVE,0.908278346,
POSITIVE,0.996166348,
NEGATIVE,0.999478519,
POSITIVE,0.999550045,
POSITIVE,0.999866962,
POSITIVE,0.999794185,
POSITIVE,0.99983716,
POSITIVE,0.999859691,
NEGATIVE,0.998927176,
POSITIVE,0.998421073,
POSITIVE,0.925495625,
POSITIVE,0.998421073,
POSITIVE,0.999883413,
NEGATIVE,0.998809576,
POSITIVE,0.998413444,
POSITIVE,0.999859571,
POSITIVE,0.999878883,
NEGATIVE,0.900822639,
POSITIVE,0.999837875,
POSITIVE,0.998421073,
NEGATIVE,0.99810046,
NEGATIVE,0.987474084,
NEGATIVE,0.99918884,
POSITIVE,0.998549998,
NEGATIVE,0.99846077,
POSITIVE,0.683330953,
F,,A
NEGATIVE,0.999207079,
POSITIVE,0.999879241,
NEGATIVE,0.998567104,
NEGATIVE,0.999091029,
POSITIVE,0.999848723,
POSITIVE,0.99977082,
NEGATIVE,0.999809563,
POSITIVE,0.982122838,
POSITIVE,0.999797165,
POSITIVE,0.999872446,
POSITIVE,0.991386533,
POSITIVE,0.983071923,
POSITIVE,0.944362819,
POSITIVE,0.999851465,
POSITIVE,0.999801815,
F,,A
NEGATIVE,0.996234834,
POSITIVE,0.999621511,
NEGATIVE,0.999798596,
POSITIVE,0.99959451,
POSITIVE,0.997756898,
POSITIVE,0.996473491,
NEGATIVE,0.978684247,
NEGATIVE,0.999796331,
POSITIVE,0.999488115,
NEGATIVE,0.955921292,
NEGATIVE,0.998423338,
POSITIVE,0.999819577,
POSITIVE,0.999849916,
POSITIVE,0.998529553,
NEGATIVE,0.999563038,
NEGATIVE,0.999550164,
POSITIVE,0.999850988,
POSITIVE,0.882978261,
POSITIVE,0.999869466,
POSITIVE,0.998913646,
POSITIVE,0.999715388,
POSITIVE,0.999098659,
POSITIVE,0.999880195,
POSITIVE,0.999849677,
POSITIVE,0.998705149,
F,,A
POSITIVE,0.999848962,
NEGATIVE,0.999809802,
F,,A
POSITIVE,0.995570004,
F,,A
NEGATIVE,0.945098042,
F,,A
POSITIVE,0.999636173,
POSITIVE,0.99984479,
F,,A
POSITIVE,0.999827385,
POSITIVE,0.999730408,
F,,A
POSITIVE,0.999891162,
NEGATIVE,0.99949944,
POSITIVE,0.995955586,
NEGATIVE,0.999814689,
POSITIVE,0.99982053,
NEGATIVE,0.951010764,
POSITIVE,0.999884725,
NEGATIVE,0.999546587,
F,,A
POSITIVE,0.999837399,
POSITIVE,0.99988091,
NEGATIVE,0.988427103,
POSITIVE,0.999714077,
NEGATIVE,0.999403119,
POSITIVE,0.999551713,
POSITIVE,0.999783695,
POSITIVE,0.999845862,
POSITIVE,0.822023213,
NEGATIVE,0.998073816,
POSITIVE,0.99961853,
POSITIVE,0.999874949,
POSITIVE,0.999678254,
POSITIVE,0.99986887,
NEGATIVE,0.99967885,
POSITIVE,0.99985683,
NEGATIVE,0.969722867,
POSITIVE,0.999872446,
POSITIVE,0.999707878,
POSITIVE,0.999823034,
POSITIVE,0.998758912,
POSITIVE,0.999881148,
NEGATIVE,0.999802291,
POSITIVE,0.999858975,
NEGATIVE,0.99451375,
NEGATIVE,0.999700785,
POSITIVE,0.998710632,
F,,A
POSITIVE,0.999886155,
NEGATIVE,0.982113898,
POSITIVE,0.999868751,
POSITIVE,0.999642849,
NEGATIVE,0.999693632,
POSITIVE,0.999422193,
NEGATIVE,0.922290385,
POSITIVE,0.999613464,
POSITIVE,0.999867558,
POSITIVE,0.999868751,
POSITIVE,0.998001039,
POSITIVE,0.999859452,
NEGATIVE,0.999813616,
NEGATIVE,0.999744356,
NEGATIVE,0.95659399,
POSITIVE,0.999868155,
POSITIVE,0.99981159,
POSITIVE,0.999765694,
NEGATIVE,0.988895297,
NEGATIVE,0.999596655,
POSITIVE,0.999633312,
POSITIVE,0.999800861,
POSITIVE,0.995243013,
POSITIVE,0.994975567,
POSITIVE,0.999846578,
POSITIVE,0.999859571,
POSITIVE,0.999798238,
POSITIVE,0.999771893,
POSITIVE,0.999874592,
POSITIVE,0.999827743,
F,,A
POSITIVE,0.998426557,
POSITIVE,0.999879837,
POSITIVE,0.999867201,
POSITIVE,0.992450118,
POSITIVE,0.999872446,
F,,A
POSITIVE,0.999864936,
POSITIVE,0.999832392,
POSITIVE,0.969850123,
NEGATIVE,0.664610863,
NEGATIVE,0.999154449,
POSITIVE,0.999859452,
POSITIVE,0.789684296,
POSITIVE,0.999863148,
NEGATIVE,0.950030923,
POSITIVE,0.999877453,
NEGATIVE,0.986715019,
NEGATIVE,0.999366462,
POSITIVE,0.999863029,
NEGATIVE,0.999660134,
NEGATIVE,0.980758071,
NEGATIVE,0.981629133,
NEGATIVE,0.975848436,
F,,A
POSITIVE,0.999850631,
POSITIVE,0.999583662,
POSITIVE,0.999691248,
POSITIVE,0.999290705,
POSITIVE,0.999794543,
NEGATIVE,0.999595821,
POSITIVE,0.999789417,
F,,A
POSITIVE,0.999634147,
POSITIVE,0.999851584,
POSITIVE,0.999871731,
POSITIVE,0.99940002,
POSITIVE,0.999872446,
POSITIVE,0.630908906,
POSITIVE,0.999801457,
POSITIVE,0.716822386,
POSITIVE,0.999861956,
NEGATIVE,0.934395969,
POSITIVE,0.976760983,
POSITIVE,0.960214972,
POSITIVE,0.999871135,
NEGATIVE,0.999693751,
POSITIVE,0.911401808,
POSITIVE,0.999160886,
POSITIVE,0.997922122,
POSITIVE,0.99484235,
NEGATIVE,0.998684108,
POSITIVE,0.999389052,
F,,A
POSITIVE,0.999748409,
POSITIVE,0.999890208,
POSITIVE,0.998586416,
NEGATIVE,0.998987019,
POSITIVE,0.999833822,
POSITIVE,0.999881864,
POSITIVE,0.998947918,
POSITIVE,0.999869227,
POSITIVE,0.999881983,
NEGATIVE,0.999574006,
POSITIVE,0.999757469,
POSITIVE,0.999832153,
POSITIVE,0.998135805,
NEGATIVE,0.998872817,
POSITIVE,0.999787748,
POSITIVE,0.999848127,
POSITIVE,0.999858499,
NEGATIVE,0.988932729,
F,,A
F,,A
POSITIVE,0.999048054,
NEGATIVE,0.996914029,
NEGATIVE,0.994137526,
F,,A
POSITIVE,0.998476923,
POSITIVE,0.999808133,
NEGATIVE,0.999813974,
POSITIVE,0.999028802,
POSITIVE,0.999881744,
POSITIVE,0.999753296,
POSITIVE,0.999830604,
POSITIVE,0.99976939,
POSITIVE,0.999841571,
POSITIVE,0.984525621,
POSITIVE,0.999856114,
NEGATIVE,0.999066293,
POSITIVE,0.999877572,
POSITIVE,0.999644279,
POSITIVE,0.999860048,
NEGATIVE,0.98535955,
POSITIVE,0.999790013,
POSITIVE,0.999868631,
POSITIVE,0.999886751,
POSITIVE,0.999799788,
NEGATIVE,0.999362886,
POSITIVE,0.999644399,
POSITIVE,0.992815495,
POSITIVE,0.999867082,
POSITIVE,0.999797523,
NEGATIVE,0.994887292,
POSITIVE,0.999890208,
POSITIVE,0.999858022,
POSITIVE,0.999756753,
POSITIVE,0.999889851,
POSITIVE,0.999842405,
POSITIVE,0.998841107,
F,,A
POSITIVE,0.99979347,
POSITIVE,0.986041009,
POSITIVE,0.999864936,
POSITIVE,0.999879956,
POSITIVE,0.998812795,
POSITIVE,0.999861121,
POSITIVE,0.999255359,
POSITIVE,0.999853492,
POSITIVE,0.999853134,
POSITIVE,0.999408364,
NEGATIVE,0.996454835,
POSITIVE,0.984605789,
POSITIVE,0.999601066,
F,,A
NEGATIVE,0.999810517,
POSITIVE,0.999425173,
POSITIVE,0.999817312,
NEGATIVE,0.987815261,
POSITIVE,0.948392689,
POSITIVE,0.997141004,
POSITIVE,0.999866724,
POSITIVE,0.999706447,
NEGATIVE,0.975001633,
POSITIVE,0.999851823,
NEGATIVE,0.999818504,
NEGATIVE,0.999583662,
POSITIVE,0.999492407,
POSITIVE,0.999477804,
POSITIVE,0.9992643,
POSITIVE,0.999875546,
NEGATIVE,0.997525632,
POSITIVE,0.999800503,
POSITIVE,0.999842048,
POSITIVE,0.999884367,
F,,A
POSITIVE,0.999881387,
POSITIVE,0.999803722,
NEGATIVE,0.998267531,
POSITIVE,0.941869676,
F,,A
POSITIVE,0.999855638,
POSITIVE,0.999831557,
POSITIVE,0.99846065,
POSITIVE,0.999855161,
POSITIVE,0.999868155,
POSITIVE,0.999870539,
POSITIVE,0.999814808,
NEGATIVE,0.999545038,
POSITIVE,0.999540567,
POSITIVE,0.999768078,
POSITIVE,0.983399451,
POSITIVE,0.768953264,
NEGATIVE,0.999777257,
POSITIVE,0.999884605,
F,,A
POSITIVE,0.99987781,
NEGATIVE,0.99977392,
F,,A
POSITIVE,0.99884665,
POSITIVE,0.999839902,
F,,A
F,,A
NEGATIVE,0.999815285,
POSITIVE,0.998663664,
POSITIVE,0.999868631,
NEGATIVE,0.998815656,
POSITIVE,0.999731958,
POSITIVE,0.99986136,
POSITIVE,0.999671221,
POSITIVE,0.998234391,
NEGATIVE,0.998140812,
POSITIVE,0.999885082,
NEGATIVE,0.999787867,
POSITIVE,0.999848485,
POSITIVE,0.999819815,
POSITIVE,0.999878168,
NEGATIVE,0.558922827,
NEGATIVE,0.996778905,
POSITIVE,0.999820888,
F,,A
POSITIVE,0.999879837,
NEGATIVE,0.999491692,
NEGATIVE,0.999806583,
NEGATIVE,0.999664307,
POSITIVE,0.999612749,
POSITIVE,0.999857545,
NEGATIVE,0.99869895,
POSITIVE,0.999774396,
POSITIVE,0.999836445,
POSITIVE,0.999139905,
POSITIVE,0.991054595,
POSITIVE,0.999872446,
POSITIVE,0.999878526,
NEGATIVE,0.999784172,
NEGATIVE,0.720003366,
F,,A
POSITIVE,0.915458381,
NEGATIVE,0.981052816,
POSITIVE,0.99985373,
POSITIVE,0.999859691,
NEGATIVE,0.995623767,
NEGATIVE,0.996593297,
NEGATIVE,0.992221653,
NEGATIVE,0.999702513,
POSITIVE,0.999848843,
NEGATIVE,0.998671532,
POSITIVE,0.999853611,
POSITIVE,0.999792516,
POSITIVE,0.999888897,
POSITIVE,0.998745799,
POSITIVE,0.99984622,
NEGATIVE,0.781270266,
POSITIVE,0.999773562,
POSITIVE,0.999886632,
NEGATIVE,0.999179423,
F,,A
NEGATIVE,0.999807656,
F,,A
POSITIVE,0.999806583,
NEGATIVE,0.999779046,
POSITIVE,0.999768555,
POSITIVE,0.999101162,
NEGATIVE,0.9887833,
NEGATIVE,0.999743402,
POSITIVE,0.793418407,
POSITIVE,0.999352634,
POSITIVE,0.999812901,
POSITIVE,0.99986589,
NEGATIVE,0.922800064,
POSITIVE,0.999869585,
POSITIVE,0.930982947,
NEGATIVE,0.781937599,
POSITIVE,0.724354029,
POSITIVE,0.998800516,
NEGATIVE,0.929712772,
POSITIVE,0.999834299,
NEGATIVE,0.999702752,
NEGATIVE,0.993772089,
NEGATIVE,0.999794185,
NEGATIVE,0.93177402,
POSITIVE,0.999844432,
NEGATIVE,0.999816239,
POSITIVE,0.998159587,
F,,A
POSITIVE,0.999845624,
POSITIVE,0.994596958,
POSITIVE,0.999049604,
NEGATIVE,0.998365581,
NEGATIVE,0.993469119,
F,,A
POSITIVE,0.998530984,
POSITIVE,0.999845028,
NEGATIVE,0.999814451,
F,,A
NEGATIVE,0.998232603,
F,,A
NEGATIVE,0.990336657,
F,,A
POSITIVE,0.999847531,
NEGATIVE,0.99974829,
